Book Name,Author's Name,Publisher's Name
"Standard Level Mathematical Studies, Pearson International Baccalaureate Diploma for Grade 11 & 12, 2012 Edition (Pearson International Baccalaureate Diploma: International Editions)
Standard Level Mathematical Studies, Pearson International Baccalaureate Diploma for Grade 11 & 12, 2012 Edition (Pearson International Baccalaureate Diploma: International Editions)
","Ron Carrell, ? David Wees,",Pearson Education Limited
Biology for the IB Diploma Exam Preparation Guide,Brenda Walpole,Cambridge University Press
Pearson Baccalaureate Biology Higher Level 2nd Edition Print and eBook Bundle for the IB Diploma,Patricia Tosto,Pearson Education Limited
Biology (3rd Edition),Minka Peeters Weem,IBID Press
IB Biology Internal Assessment,Ashby Merson-Davies,OSC Publishing
Biology (4th Edition),Minka Peters Weem,IBID Press
IB Biology Core,N/A,Dot Point
IB Biology Print and Online Course Book Pack 2014 Edition: Oxford IB Diploma Programme,"Andrew Allott, David Mindorff",Oxford University Press
Biology for the IB Diploma,"C. J. Clegg, Andrew Davi",Hodder Education
IB Biology Genetics Made Easy SL,Ashby Merson-Davies,OSC Publishing
IB Prepared: Biology HL,Guy Decarie,BO Publishing
Pearson Baccalaureate Biology for the IB Diploma: Standard Leve,"Patricia Tosto, Alan Damon, Randy McGonegal, William Ward",Pearson Education Limited
Biology for the IB Diploma Coursebook with Cambridge Elevate Enhanced Edition (2 Years),Brenda Walpole,Cambridge University Press
IB Biology Genetics Made Easy HL,Ashby Merson-Davies,OSC Publishing
Biology for the IB Diploma Study and Revision Guide,"Andrew Davis, C. J. Clegg",Hodder Education
"Science Skills: Biology: Science, Maths and Written Communication (IB Diploma)","Mike Boyle, Ian Galloway",Collins Educational
Microbiology and Biotechnology,"Richard Allan, Tracey Greenwood",Biozone International Ltd
IB Biology Option C Ecology and Conservation,Ashby Merson-Davies,OSC Publishing
IB Biology Option A Neurobiology and Behavior,Ashby Merson-Davies,OSC Publishing
IB Biology Standard Level,Ashby Merson-Davies,OSC Publishing
IB Prepared: Biology SL,Guy Decarie,IBO Publishing
Internal Assessment for Biology for the IB Diploma: Skills for Success: Skills for Success,Andrew Davis,Hodder Education
IB Biology Genetics Made Easy Standard Level 2nd Edition,Ashby Merson-Davies,OSC Publishing
IB Biology Option B Physiology of Exercise,Ashby Merson-Davies,OSC Publishing
Senior Biology 2: Student Workbook,"Richard Allan, Tracey Greenwood, Lissa Bainbridge-Smith",Biozone International Ltd
IB Biology Higher Level,Ashby Merson-Davies,OSC Publishing
Pearson Baccalaureate: Essentials Biology,"Randy McGonegal, Alan Damon, William Ward, Jo Thomas, Keely Rogers",Pearson Education Limited
Biology: A Global Approach,Neil A. Campbell,Pearson Education Limited
Oxford IB Course Preparation: Biology for IB Diploma Programme Course Preparation,Marwa Bkerat,Oxford University Press
IB Biology Investigations Volume 3 – Options,Paul Billiet,IBID Press
Pearson Baccalaureate Biology Higher Level 1st Edition for the IB Diploma,"Alan Damon, Randy McGonegal, Patricia Tosto, William Ward",Pearson Education Limited
IB Biology Genetics Made Easy Higher Level 2nd Edition,Ashby Merson-Davies,OSC Publishing
IB Biology Option D Evolution,Ashby Merson-Davies,OSC Publishing
IB Biology Option C Cells and Energy,Ashby Merson-Davies,OSC Publishing
IB Biology Option A Human Nutrition and Health,Ashby Merson-Davies,OSC Publishing
IB Biology Higher Level 2nd Edition,Ashby Merson-Davies,OSC Publishing
Environmental studies part 2,Maharashtra board,Maharashtra state textbook bureau
How we came to be(Environmental studies part 2),Maharashtra board,Maharashtra state textbook bureau
Std. 5th Perfect Mathematics Notes,Ms Shweetha,Target Publications Pvt. Ltd.
Environmental Studies,Jammu & Kashmir,Jammu and Kashmir State Board of School Education Srinagar/Jammu
MerryMath-V,Jammu & Kashmir,Jammu and Kashmir State Board of School Education Srinagar/Jammu
Biology Scorer for Class 12,SBPD Editorial Board,SBPD Publications
Numerical Physics with ChapterWise Questions and Answers,D. C. Upadhyay Dr. J. P. Goel Er. Meera Goyal,SBPD Publications
Numerical Physics with ChapterWise Questions and Answers,D. C. Upadhyay Dr. J. P. Goel Er. Meera Goyal,SBPD Publications
Mathematics Class 11,Dr. Ram Dev Sharma Er. Meera Goyal,SBPD Publications
Ganit Class 12 Part 1 & 2,Dr. Ram Dev Sharma Er. Meera Goyal,SBPD Publications
Jeev Vigyaan Class 11,Dr. Sunita Bhagia Megha Bansal,SBPD Publications
Jeev Vigyaan Class 12,Dr. Sunita Bhagia Megha Bansal,SBPD Publications
Bhautik Vigyaan Class 12,Dr. J. P. Goel D. C. Upadhyay Er. Meera Goyal,SBPD Publications
Rasaayan Vigyaan Class 11,Dr. Subhash Chandra Rastogi Er. Meera Goyal,SBPD Publications
Rasaayan Vigyaan Class 12,Dr. Subhash Chandra Rastogi Er. Meera Goyal,SBPD Publications
Bhotiki bhag 1 kaksha 11,N/A,Rajasthan Text Book Board
Bhotiki bhag 2 kaksha 11,N/A,Rajasthan Text Book Board
Jeev Vigyaan Kaksha 11,N/A,Rajasthan Text Book Board
Chemistry for Class-XIIth,Dr. S.C. Rastogi,SBPD Publications
Mathematics Class XI,Dr. Ram Dev Sharma Er. Meera Goyal,SBPD Publications
Biology Class XI,"Dr. Sunita Bhagia, Megha Bansal",SBPD Publications
Biology Scorer For Class XII,SBPD Editorial Board,SBPD Publications
Chemistry Class XII For Madhya Pradesh Board,"Dr. S C Rastogi, Er. Meera Goyal",SBPD Publications
Chemistry Class XI (2019-20) For Madhya Pradesh Board,Dr. Subhash Chandra Rastogi Er. Meera Goyal,SBPD Publications
Mathematics Class XI,Dr. Ram Dev Sharma Er. Meera Goyal,SBPD Publications
Physics Class XI,Dr. J. P. Goel D. C. Upadhyay Er. Meera Goyal,SBPD Publications
Shivalal Dig.Higher Secondary Rasayan Vigyan 11,S. C. Agarwal,Shiva Lal Agarwal and Co.
Shivalal Dig.Higher Secondary Rasayan Vigyan 12,M. M. N. Tandon,Shiva Lal Agarwal and Co.
Shivalal Dig.Higher Secondary Bhautik Vigyan 11,N/A,Shiva Lal Agarwal and Co.
Shivalal Dig.Higher Secondary Bhautik Vigyan 12,R. P. Goyal,Shiva Lal Agarwal and Co.
Shivalal Dig.Higher Secondary Jeev Vigyan 11,"J. K. Awasthi, Jitendra Pal Singh",Shiva Lal Agarwal and Co.
Shivalal Dig.Higher Secondary Jeev Vigyan 12,"J. K. Awasthi, Jitendra Pal Singh",Shiva Lal Agarwal and Co.
CBSE Mathematics,Prof. KC Sinha,Eduwiser Publishing Group
Based on NCERT Guidelines ????? ??????? Chemistry Class XI (2019-20) - SBPD Publications,"Dr. Subhash Chandra Rastogi, Er. Meera Goyal",SBPD Publications
Chemistry Class XI (2019-20) For UP Board - SBPD Publications,"Dr. K. N. Sharma, Dr. Subhash Chandra Rastogi, Er. Meera Goyal",SBPD Publications
??? ??????? (Biology Class XI - 2019-20) - Scorer Guru,Megha Bansal,SBPD Publications
??? ??????? Biology Class XI - (2019-20),"Dr. Sunita Bhagia, Megha Bansal",SBPD Publications
????? ??????? Physics Class XI (2019-20) - Scorer Guru,"D. C. Upadhyay, Dr. J. P. Goel, Er. Meera Goyal",SBPD Publications
????? ??????? Chemistry Class XI (2019-20) For UP Board - SBPD Publications,"Dr. K. N. Sharma, Dr. Subhash Chandra Rastogi, Er. Meera Goyal",SBPD Publications
Physics For Class XII,"D. C. Upadhyay, Dr. J. P. Goel, Er. Meera Goyal",SBPD Publications
???? Mathematics Class XII (Part I & Part II) - SBPD Publications,"Dr. Ram Dev Sharma, Er. Meera Goyal",SBPD Publications
?????????? Biology Class XII (2019-20) - Scorer guru,"Dr. Sunita Bhagia, Megha Bansal",SBPD Publications
?????????? Biology Class XII (2019-20) - SBPD Publications,"Dr. Sunita Bhagia, Megha Bansal",SBPD Publications
????? ??????? Physics Class XII (2019-20) - Scorer Guru,"D. C. Upadhyay, Dr. J. P. Goel, Er. Meera Goyal",SBPD Publications
UP series Ganit,Panel of Experts,Premier Publishing House
UP series Bhautiki,Panel of Experts,Premier Publishing House
UP series Rasaynik Vigyan,Panel of Experts,Premier Publishing House
UP series Ganit,Panel of Experts,Premier Publishing House
UP series Bhautiki,Panel of Experts,Premier Publishing House
UP series Rasaynik Vigyan,Panel of Experts,Premier Publishing House
Modern's abc of Bhautiki-XI,AN Agarwal,MBD Group
Modern's abc of Bhautiki-XII,AN Agarwal,MBD Group
Modern's abc of Rasayan-XI,US Chaturvedi,MBD Group
Modern's abc of Rasayan-XII,US Chaturvedi,MBD Group
Modern's abc of Ganit-XI,Satyadev Narayan Singh,MBD Group
Modern's abc of Ganit-XII,Satyadev Narayan Singh,MBD Group
Vidya Prakashan Guide Complete Course Math-11,Panel of Experts,Vidya Prakashan Mandir Pvt. Ltd.
Vidya Prakashan Guide Complete Course Math-12,Panel of Experts,Vidya Prakashan Mandir Pvt. Ltd.
UP Board Ganit - 11,Panel of Experts,Vidya Prakashan Mandir Pvt. Ltd.
UP Board Bhautik Vigyaan Part -1,Panel of Experts,Vidya Prakashan Mandir Pvt. Ltd.
UP Board Bhautik Vigyaan Part -2,Panel of Experts,Vidya Prakashan Mandir Pvt. Ltd.
UP Board Rasayan Vigyaan Part -1,Panel of Experts,Vidya Prakashan Mandir Pvt. Ltd.
UP Board Rasayan Vigyaan Part -2,Panel of Experts,Vidya Prakashan Mandir Pvt. Ltd.
UP Board Jeev Vigyan,Panel of Experts,Vidya Prakashan Mandir Pvt. Ltd.
UP Board Ganit - 12,Panel of Experts,Vidya Prakashan Mandir Pvt. Ltd.
UP Board Bhautik Vigyaan Part -1,Panel of Experts,Vidya Prakashan Mandir Pvt. Ltd.
UP Board Bhautik Vigyaan Part -2,Panel of Experts,Vidya Prakashan Mandir Pvt. Ltd.
UP Board Rasayan Vigyaan Part -1,Panel of Experts,Vidya Prakashan Mandir Pvt. Ltd.
UP Board Rasayan Vigyaan Part -2,Panel of Experts,Vidya Prakashan Mandir Pvt. Ltd.
UP Board Jeev Vigyan,Panel of Experts,Vidya Prakashan Mandir Pvt. Ltd.
UP Board Ganit-XI,RK Chaurasia,Prachi India Pvt. Ltd.
UP Board Ganit(Hal Evam Sanket)-XI,RK Chaurasia,Prachi India Pvt. Ltd.
UP Board Ganit-XII,RK Chaurasia,Prachi India Pvt. Ltd.
UP Board Ganit(Hal Evam Sanket)-XII,RK Chaurasia,Prachi India Pvt. Ltd.
Hal & Sanket Ganit,RK Chaurasia,G.R. Bathla Publications Pvt. Ltd.
Hal & Sanket Ganit,RK Chaurasia,G.R. Bathla Publications Pvt. Ltd.
Sugam Bhautik Vigyan,JK Agarwal,G.R. Bathla Publications Pvt. Ltd.
Sugam Bhautik Vigyan,Surender Lal,G.R. Bathla Publications Pvt. Ltd.
Sugam Guide Bhautik Vigyan,RK Yadav,G.R. Bathla Publications Pvt. Ltd.
Prayogik Bhautik Vigyan,JK Agarwal,G.R. Bathla Publications Pvt. Ltd.
Physics Class XII Volume,Dr. J. P. Goel D. C. Upadhyay Er. Meera Goyal,SBPD Publications
NCERT Mathematics (Nagaland Edition),NBSE,Goyal Brothers Prakashan
New Simplified Physics: A Reference Book for Class 11,S.L. Arora,Dhanpat Rai Publications
Modern ABC of Chemistry Class-11 Part I & Part II,S.P. Jauhar,Modern Publishers
MODERNS ABC Physics PART-I& II 2019-20 CLASS-XI,uttam narayan tripathi,General Printers & Publishers
Mathematics,Goa Board,Goa Board
Physics Part - I,Goa Board,Goa Board
Physics Part - II,Goa Board,Goa Board
Chemistry Part - I,Goa Board,Goa Board
Chemistry Part - II,Goa Board,Goa Board
Biology,Goa Board,Goa Board
Modern ABC Plus of Mathematics Class-11 Part I & Part II,J.P. Mohindru and Bharat Mahindru,Modern Publishers
Modern ABC of Biology Class-11 Part I & Part II,"A.K. Sabharwal,B.B. Arora",Modern Publishers
GRB New Era Chemistry Class XI Part I,O. P. Tandon,G.R. Bathla Publications Pvt. Ltd.
Grb New Era Chemistry Class XI Part II,O. P. Tandon,G.R. Bathla Publications Pvt. Ltd.
New Era Physics Textbook For Class XI Part-I,Surindra Lal,G.R. Bathla Publications Pvt. Ltd.
"New Era Physics: Textbook for Class 11, Part 2",Surindra Lal,G.R. Bathla Publications Pvt. Ltd.
New Era Mathematics Textbook Part 1 for class 11,Gautam Kumar,G.R. Bathla Publications Pvt. Ltd.
New Era Mathematics Textbook Part 2 for class 12,Gautam Kumar,G.R. Bathla Publications Pvt. Ltd.
New Era Biology Textbook for Class XI Part - I,"R.K. Pillai,A.K. Chaudhry",G.R. Bathla Publications Pvt. Ltd.
New Era Biology Textbook for Class XI Part - 2,"R.K. Pillai,A.K. Chaudhry",G.R. Bathla Publications Pvt. Ltd.
Mathematics for Class 11 by R D Sharma,R.D. Sharma,Dhanpat Rai Publications
Senior Secondary School Mathematics for Class 11 by R S Aggarwal,R.S. Aggarwal,Bharati Bhawan Publishers & Distributors
All In One PHYSICS,Arihant Experts,Arihant Publications
All In One Chemistry CBSE class 11,Arihant Experts,Arihant Publications
All In One Mathematics CBSE Class 10,Arihant Experts,Arihant Publications
All In One BIOLOGY CBSE class 11,Arihant Experts,Arihant Publications
Pardeep Fundamental Physics for Class 11,K.L. Gogia Dr. K.L. Gomber (,Pardeep Publication
Pardeep's Science Chemistry for Class 11th,"S. N. Dhawan , S. C. Kheterpal , P. N. Kapil",Pardeep Publication
Pradeep's a Text book of Biology for Class 11,"P. S. Dhami , G. Chopra , H. N. Srivastava",Pardeep Publication
Pradeep's New Course Mathematics book for class 11,Romesh Kumar,Pardeep Publication
CBSE Exam Kit in Class XII,Dr N.K.Sharma,Laxmi Publications Pvt. Ltd.
The Science Orbit,Neha Jindal,V Connect Education
Activeteach: Number Line for ICSE class 3 by Pearson,N/A,Pearson Education Limited
Explore Mathematics Class 3,Cordova Publications,Cordova Publications
Foundation Mathematics For Primary Class 3,"R.S Dhauni, S.S. Sharma",Goyal Brothers Prakashan
Insight Mathematics Class - 3,Publisher,Orient Blackswan Pvt. Ltd.
Periwinkle Mathematics,kettayun R. Bhavnagri,Periwinkle Publications
Precise Mathematics,Publisher,Selina Publishers Pvt. Ltd.
ICSE Mathematics : Playing With Numbers - Class 3,Mitra Sabyasachi Shandilya Preeti,Supernova Publishers & Distributors Pvt. Ltd.
ICSE THE WORLD OF MATHEMATICS-3,DR. J.P. SHARMA,Prachi India Pvt. Ltd.
Applying mathematics 3,Cordova Publications,Cordova Publications
Number Line - Revised 2018 for ICSE Maths Class 3 by Pearson,N/A,Pearson Education Limited
Together With ICSE Magic of Mathematics Class - 3,Neeru Madhuri Parti,Rachna Sagar Pvt. Ltd.
ICSE Maths Prime Book - 3,Sanjay Pappan,Indiannica Learning Pvt. Ltd.
BE A SCIENCE STAR 3,Ratna Sagar Publications,Ratna Sagar Pvt. Ltd.
Cambridge Primary Science Stage 3 Learner's Book,"Jon Board (Author), Alan Cross",Cambridge University Press
Connect with Science Book 3,Ruby Koley,Oxford University Press
Essential Science for ICSE Schools Book 3,"Geeta Negi, Neha Gill",Goyal Brothers Prakashan
Eureka Plus Reader 2017 Class 3,J.M. D'Souza and Kirti J D'Souza,Macmillan Publishers India Pvt. Ltd.
Everyday Science - 3,Suman Choudhary,Eduline Publishers
Frank Primary Science 2016 Class 3,Frank Brothers,Macmillan Publishers India Pvt. Ltd.
I Discover Level 3 A Textbook for ICSE Science Students,Mrinalini Pradhan,Cambridge University Press
ICSE be a Science Star 3,Varinder Puri,Ratna Sagar Pvt. Ltd.
ICSE Connect with Science Class - 3,Ruby Koley,Oxford University Press
Learning Science for Smarter Life - Class 3,Surachita Roy Choudhury,MTG Learning Media Pvt. Ltd.
New Science in Everyday Life,Vaishali Gupta Anuradha G,Oxford University Press
Primary School Science Book 3,R. Goel,Goyal Brothers Prakashan
Science Edge Student Book Level 3,Nidhi Bajaj Anand,Cambridge University Press
Science Magic Book 3,Varinder Puri,Ratna Sagar Pvt. Ltd.
Science Voyage Student Book Level 3,Deepti Srivastava,Cambridge University Press
The Joy of Science Today - III,Frank Brothers,Macmillan Publishers India Pvt. Ltd.
I Love Maths 3,A C George,Chhaya Prakashani Pvt. Ltd.
Wonders of Science 3,Neela Ghose,Chhaya Prakashani Pvt. Ltd.
Mental Mathematics : Book 3,N/A,Dreamland Publications
The Science Orbit,Neha Jindal,V Connect Education
PRUQUEST LEARNING SCIENCE CLASS 4,"MS VEENA TYAGI, DR ANUSMITA GOSWAMI,",Pruquest Learning
Foundation Mathematics for ICSE,R.S.Agarwal,Goyal Brothers Prakashan
Maths Ace,"Hira Prasad, Rajesh Hassija",Pearson Education Limited
New Gul Mohar,Richard Shaw,Orient Blackswan Pvt. Ltd.
Inspired Maths,Publisher,Orient Blackswan Pvt. Ltd.
Playing With Numbers - Class 4,Mitra Sabyasachi Sandilya Preeti,Supernova Publishers & Distributors Pvt. Ltd.
The World of Mathematics-4,Dr. J.P. Sharma,Prachi India Pvt. Ltd.
Viva ICSE Mathematics,Ajay Kumar,Viva Education Pvt. Ltd.
ICSE Foundation Mathematics for Primary classes,"R.S Dhauni, S.S. Sharma",Goyal Brothers Prakashan
Together with ICSE Magic of Mathematics Class-4,Neeru Madhuri Parti,Rachna Sagar Pvt. Ltd.
Mathematics Workbook Class 4,N/A,Prism Books Pvt. Ltd.
ICSE Joy Of Mathematics Class - 4,Mrs.Lorraine Mirza,Macmillan Publishers India Pvt. Ltd.
Growing Up With Mathematics Plus Class 4,N/A,Prism Books Pvt. Ltd.
Optima Mathville Class - 4,"Dr.Ram Mohan,Abhilasha tiwari,vikas Sharma",G. Ram Books Pvt. Ltd.
Candid ICSE New Trends in Science Class - 4 Paperback – 2018,Baljinder Kaur (Author,Evergreen Publishers Pvt. Ltd.
ESSENTIAL SCIENCE FOR ICSE SCHOOLS BOOK 4,Geeta Negi,Goyal Brothers Prakashan
Living Science Class - 4,"Lakshmi Menon, Louisa Chawhan",Ratna Sagar Pvt. Ltd.
Mastering Science Update - 04,Dhiren M. Doshi,Cordova Publications
Millennium's Science for Junior Textbook for Class 4,Varinder Puri (Author),Ratna Sagar Pvt. Ltd.
Millennium's Science for Junior Textbook for Class 4,Anisha Talwar,Millennium Booksource Pvt. Ltd.
My Amazing Book of Science - 04,Dhiren M. Doshi,Cordova Publications
My Science Zone for Class 4 ICSE Paperback – 2018,Sujata Chawdhry (Author),Blueprint Education
Next Education Science for Class (ICSE) 4,Next Education,Next Education India Pvt. Ltd.
Science Edge Student Book Level 4,Nidhi Bajaj Anand (Author),Cambridge University Press
The Joy of Science Today - IV 2011,Frank Brothers,Macmillan Publishers India Pvt. Ltd.
Updated Living Science 4 Paperback – Nov 2017,"Lakshmi Menon (Author), Louisa Chawhan (Author)",Ratna Sagar Pvt. Ltd.
The Incredible Science 4,Preetika Sawhney,Blueprint Education
I Love Maths 4,A C George,Chhaya Prakashani Pvt. Ltd.
Wonders of Science 4,Neela Ghose,Chhaya Prakashani Pvt. Ltd.
Mental Mathematics : Book 4,Dr R Aggarwal & Vikas Aggarwal,Dreamland Publications
Everyday Science - 4,Suman Choudhary,Eduline Publishers
WOW! Maths 4,N/A,Ephesus Learning
Primary 1 Mathematics,N/A,Fairfield Book Publishers
New Mathematics Today Class 4,"O.P Malhotra,S.K Gupta,Anubhuti Gangal",Sultan Chand & Sons Pvt. Ltd.
Inspired maths for icse 5,N/A,Orient Blackswan Pvt. Ltd.
Science Book 5,N/A,Kriti Prakashan
Maths 5,N/A,Kriti Prakashan
Compact Mathematics,Ajay Kumar,Viva Education Pvt. Ltd.
EXCELLENCE IN MATHEMATICS CLASS 5,Sanjeev Verma.R.K.Tyagi,Prachi India Pvt. Ltd.
Learning Maths,Omlata Singh,Frank Educational Aids Pvt. Ltd.
MENTAL MATHEMATICS CLASS 5,Hemant Malhotra R.K Tyagi,Prachi India Pvt. Ltd.
